caution_ranking,to_remove,id,author,quote,char_count
2,,278,Vincent van Gogh,"Love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is done well.",157
2,,279,Vincent van Gogh,There is nothing more truly artistic than to love people.,57
2,,280,Vincent van Gogh,"Love always brings difficulties, that is true, but the good side of it is that it gives energy.",95
2,,281,Vincent van Gogh,"Love is eternal, the aspect may change, but not the essence.",60
2,,282,Vincent van Gogh,I will not live without love.,29
2,,283,Vincent van Gogh,I long so much to make beautiful things. But beautiful things require effort and disappointment and perseverance.,113
2,,284,Vincent van Gogh,"If you truly love nature, you will find beauty everywhere.",58
2,,285,Vincent van Gogh,"Find things beautiful as much as you can, most people find too little beautiful.",80
2,,286,Vincent van Gogh,"It is good to love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is well done.",171
2,,287,Vincent van Gogh,I often think that the night is more alive and more richly colored than the day.,80
2,,288,Mahatma Gandhi,"Even if you are a minority of one, the truth is the truth.",58
2,,289,Mahatma Gandhi,"An error does not become truth by reason of multiplied propagation, nor does truth become error because nobody sees it.",119
4,x,290,Mahatma Gandhi,Truth never damages a cause that is just.,41
2,,291,Mahatma Gandhi,"Truth is by nature self-evident. As soon as you remove the cobwebs of ignorance that surround it, it shines clear.",114
4,x,292,Mahatma Gandhi,"In matters of conscience, the law of the majority has no place.",63
2,,293,Mahatma Gandhi,My religion is based on truth and non-violence. Truth is my God. Non-violence is the means of realizing Him.,108
2,,294,Mahatma Gandhi,"Truth alone will endure, all the rest will be swept away before the tide of time.",81
3,x,295,Mahatma Gandhi,The path of truth is as narrow as it is straight. Even so is that of ahimsa.,76
3,x,296,Mahatma Gandhi,Truth and nonviolence are perhaps the activist forces you have in the world.,76
2,,297,Mahatma Gandhi,"Truth is God, and truth overrides all our plans.",48
2,,298,Mahatma Gandhi,Where there is love there is life.,34
2,,299,Mahatma Gandhi,Love is the strongest force the world possesses and yet it is the humblest imaginable.,86
2,,300,Mahatma Gandhi,Whenever you are confronted with an opponent. Conquer him with love.,68
2,,301,Mahatma Gandhi,"Love never claims, it ever gives. Love ever suffers, never resents, never revenges itself.",90
2,,302,Mahatma Gandhi,Nothing is impossible for pure love.,36
3,x,303,Mahatma Gandhi,Power is of two kinds: one is obtained by the fear of punishment and the other by acts of love.,95
2,,304,Mahatma Gandhi,Hatred can be overcome only by love.,36
3,x,305,Mahatma Gandhi,The law of love could be best understood and learned through little children.,77
5,x,306,Mahatma Gandhi,"When I admire the wonders of a sunset or the beauty of the moon, my soul expands in the worship of the creator.",111
2,,307,Mahatma Gandhi,True beauty consists of purity of heart.,40
2,,308,Mahatma Gandhi,"To a true artist only that face is beautiful which, quite apart from its exterior, shines with the truth within the soul.",121
2,,309,Mahatma Gandhi,"Truth is the first thing to be sought for, and Beauty and Goodness will then be added unto you.",95
2,,310,Mahatma Gandhi,"All truths, not merely ideas, but truthful faces, truthful pictures or songs, are highly beautiful.",99
2,,311,Mahatma Gandhi,There is no beauty in the finest cloth if it makes hunger and unhappiness.,74
2,,312,Oscar Wilde,The truth is rarely pure and never simple.,42
6,x,313,Oscar Wilde,"If you want to tell people the truth, make them laugh, otherwise they'll kill you.",82
4,x,314,Oscar Wilde,"Man is least himself when he talks in his own person. Give him a mask, and he will tell you the truth.",102
2,,315,Oscar Wilde,"If one tells the truth, one is sure, sooner or later, to be found out.",70
6,x,316,Oscar Wilde,Truth is independent of facts always.,37
2,,317,Oscar Wilde,Keep love in your heart. A life without it is like a sunless garden when the flowers are dead.,94
2,,318,Oscar Wilde,To love oneself is the beginning of a lifelong romance.,55
2,,319,Oscar Wilde,The very essence of romance is uncertainty.,43
2,,320,Oscar Wilde,"Who, being loved, is poor?",26
8,x,321,Oscar Wilde,"Women are meant to be loved, not to be understood.",50
6,x,322,Oscar Wilde,Men always want to be a woman's first love. That is their clumsy vanity. We women have a more subtle instinct about things.,123
5,x,323,Oscar Wilde,"When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the world calls a romance.",144
2,,324,Oscar Wilde,The mystery of love is greater than the mystery of death.,57
4,x,325,Oscar Wilde,The heart was made to be broken.,32
7,x,326,Oscar Wilde,"Between men and women there is no friendship possible. There is passion, enmity, worship, love, but no friendship.",114
3,x,327,Oscar Wilde,"Beauty is a form of Genius--is higher, indeed, than Genius, as it needs no explanation.",87
5,x,328,Oscar Wilde,People say sometimes that Beauty is superficial. That may be so. But at least it is not so superficial as Thought is.,117
2,,329,Oscar Wilde,Beauty is the only thing that time cannot harm.,47
4,x,330,Oscar Wilde,Those who find ugly meanings in beautiful things are corrupt without being charming. This is a fault.,101
4,x,331,Oscar Wilde,"Beauty reveals everything, because it expresses nothing.",56
6,x,332,Charlotte Brontë,"Whether truth--be it religious or moral truth--speak eloquently and in well-chosen language or not, its voice should be heard with reverence.",141
4,x,333,Charlotte Brontë,"To speak truth, reader, there is no excellent beauty, no accomplished grace, no refinement, without strength as excellent, as complete, as trustworthy.",151
2,,334,Charlotte Brontë,"And yet there were fragments of truth here and there which satisfied the conscience, and gleams of light that cheered the vision.",129
4,x,335,Charlotte Brontë,Conventionality is not morality. Self-righteousness is not religion. To attack the first is not to assail the last... appearance should not be mistaken for truth.,162
4,x,336,Charlotte Brontë,"The soul, fortunately, has an interpreter--often an unconscious, but still a truthful interpreter--in the eye.",110
5,x,337,Charlotte Brontë,I have for the first time found what I can truly love--I have found you. You are my sympathy--my better self--my good angel--I am bound to you with a strong attachment.,168
3,x,338,Charlotte Brontë,Every atom of your flesh is as dear to me as my own: in pain and sickness it would still be dear.,97
5,x,339,Charlotte Brontë,"I ask you to pass through life at my side--to be my second self, and best earthly companion.",92
2,,340,Charlotte Brontë,"Love is real--the most real, the most lasting, the sweetest and yet the bitterest thing we know.",96
2,,341,Charlotte Brontë,"There is no happiness like that of being loved by your fellow creatures, and feeling that your presence is an addition to their comfort.",136
2,,342,Charlotte Brontë,"A beauty neither of fine colour nor long eyelash, nor pencilled brow, but of meaning, of movement, of radiance.",111
5,x,343,Charlotte Brontë,"Most true is it that 'beauty is in the eye of the gazer.' My master's colourless, olive face, square, massive brow, broad and jetty eyebrows, deep eyes, strong features, firm, grim mouth,--all energy, decision, will,--were not beautiful, according to rule; but they were more than beautiful to me; they were full of an interest, an influence that quite mastered me.",365
7,x,344,Charlotte Brontë,"To women who please me only by their faces, I am the very devil when I find out they have neither souls nor hearts.",115
3,x,345,Jane Austen,"Seldom, very seldom, does complete truth belong to any human disclosure; seldom can it happen that something is not a little disguised, or a little mistaken.",157
4,x,346,Jane Austen,"Do not consider me now as an elegant female intending to plague you, but as a rational creature speaking the truth from her heart.",130
5,x,347,Jane Austen,"Facts or opinions which are to pass through the hands of so many, to be misconceived by folly in one, and ignorance in another, can hardly have much truth left.",160
2,,348,Jane Austen,There is no charm equal to tenderness of heart.,47
3,x,349,Jane Austen,In vain have I struggled. It will not do. My feelings will not be repressed. You must allow me to tell you how ardently I admire and love you.,142
6,x,350,Jane Austen,"A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.",105
2,,351,Jane Austen,To be fond of dancing was a certain step towards falling in love.,65
4,x,352,Jane Austen,"If I loved you less, I might be able to talk about it more.",59
4,x,353,Jane Austen,"You pierce my soul. I am half agony, half hope... I have loved none but you.",76
2,,354,Jane Austen,We are all fools in love.,25
2,,355,Jane Austen,"I cannot fix on the hour, or the spot, or the look, or the words, which laid the foundation. It is too long ago. I was in the middle before I knew that I had begun.",164
